dataset,track,scope,stratum,proteins,first_model,second_model,residues,score_pearson,score_spearman,mean_absolute_score_difference,threshold_disagreement_residues,threshold_disagreement_rate,both_correct,a10_only_correct,comparator_only_correct,both_wrong,both_correct_rate,a10_only_correct_rate,comparator_only_correct_rate,both_wrong_rate,either_model_correct_rate,a10_net_correct_rate_advantage,error_overlap_jaccard
CAID3,disorder_nox,known_label_disorder_fraction,"(0.60,1.00]",41,A10-locked,PUNCH2-Light Released-13,12563,0.7840106044381384,0.6918412914670254,0.1551002595165287,984,0.07832524078643636,10513,733,251,1066,0.8368224150282576,0.058345936480140095,0.019979304306296266,0.08485234418530606,0.9151476558146939,0.038366632173843826,0.52
CAID3,disorder_pdb,overall,all,319,A10-locked,LoRA-DR-Suite 650M,99239,0.8275065054314591,0.792031948063831,0.1417941313147682,11969,0.12060782555245418,81522,7717,4252,5748,0.8214713973337096,0.07776176704722941,0.04284605850522476,0.057920777113836294,0.9420792228861637,0.03491570854200465,0.3244341592820455
CAID3,disorder_pdb,overall,all,319,A10-locked,PUNCH2-Light Paper-8,99239,0.8825873912063672,0.8350714672306404,0.13685661647316016,9048,0.09117383286812644,85108,4131,4917,5083,0.8576063845867048,0.04162677979423412,0.04954705307389232,0.051219782545168735,0.9487802174548313,-0.0079202732796582,0.35970561177552896
CAID3,disorder_pdb,overall,all,319,A10-locked,PUNCH2-Light Released-13,99239,0.8956078803910072,0.8384688646104123,0.12240541201819347,8359,0.08423099789397313,85682,3557,4802,5198,0.863390400951239,0.03584276342970002,0.048388234464273115,0.052378601154787936,0.947621398845212,-0.012545471034573102,0.3834181603599616
CAID3,disorder_pdb,protein_length,1001+,34,A10-locked,LoRA-DR-Suite 650M,22660,0.7758378861873945,0.8117664762812771,0.17339380783860503,3752,0.16557811120917917,17919,2733,1019,989,0.7907766990291262,0.1206090026478376,0.04496910856134157,0.04364518976169462,0.9563548102383054,0.07563989408649603,0.20860577937144062
CAID3,disorder_pdb,protein_length,1001+,34,A10-locked,PUNCH2-Light Paper-8,22660,0.8691481404385841,0.7839437607661195,0.14029991400753442,2090,0.09223300970873786,19731,921,1169,839,0.8707413945278023,0.04064430714916152,0.051588702559576344,0.03702559576345984,0.9629744042365401,-0.010944395410414828,0.28644588596790715
CAID3,disorder_pdb,protein_length,1001+,34,A10-locked,PUNCH2-Light Released-13,22660,0.8801021431583519,0.7742961023580077,0.12911687341395897,1929,0.08512797881729921,19837,815,1114,894,0.8754192409532215,0.03596646072374228,0.04916151809355693,0.03945278022947926,0.9605472197705207,-0.01319505736981465,0.31668437832093516
CAID3,disorder_pdb,protein_length,1-200,76,A10-locked,LoRA-DR-Suite 650M,8292,0.7777253141305545,0.801596474042546,0.17285171935768454,1565,0.1887361312108056,6236,1283,282,491,0.7520501688374337,0.15472744814278824,0.03400868306801737,0.059213699951760734,0.9407863000482393,0.12071876507477086,0.23881322957198445
CAID3,disorder_pdb,protein_length,1-200,76,A10-locked,PUNCH2-Light Paper-8,8292,0.8628983371583725,0.8724511643119414,0.17795550125204895,1207,0.14556198745779064,6683,836,371,402,0.8059575494452484,0.10082006753497347,0.044741919922817175,0.04848046309696093,0.951519536903039,0.05607814761215629,0.24984462399005594
CAID3,disorder_pdb,protein_length,1-200,76,A10-locked,PUNCH2-Light Released-13,8292,0.8778342401526289,0.881176534558211,0.16173880310672575,1092,0.1316931982633864,6779,740,352,421,0.8175349734684033,0.08924264351181863,0.042450554751567775,0.05077182826821032,0.9492281717317896,0.046792088760250844,0.27825512227362853
CAID3,disorder_pdb,protein_length,201-500,129,A10-locked,LoRA-DR-Suite 650M,32539,0.8592573373308615,0.8053429815639969,0.13572706193097853,3374,0.10369095546882202,27247,1989,1385,1918,0.8373643934970343,0.06112664802237315,0.042564307446448874,0.05894465103414364,0.9410553489658564,0.018562340575924277,0.36243386243386244
CAID3,disorder_pdb,protein_length,201-500,129,A10-locked,PUNCH2-Light Paper-8,32539,0.8948578549273791,0.8644271080605054,0.12937916835621346,2743,0.0842988413903316,28161,1075,1668,1635,0.8654537631764959,0.033037278342911584,0.05126156304742002,0.0502473954331725,0.9497526045668275,-0.018224284704508435,0.37345820009136593
CAID3,disorder_pdb,protein_length,201-500,129,A10-locked,PUNCH2-Light Released-13,32539,0.9092601061123363,0.8717052125103512,0.11297069502447248,2536,0.07793724453732444,28352,884,1652,1651,0.8713236423983527,0.027167399121054734,0.05076984541626971,0.05073911306432281,0.9492608869356772,-0.023602446295214973,0.39431573919273943
CAID3,disorder_pdb,protein_length,501-1000,80,A10-locked,LoRA-DR-Suite 650M,35748,0.866577698376948,0.799459005428284,0.12008209653232237,3278,0.09169743761888777,30120,1712,1566,2350,0.8425646189996643,0.04789079109320801,0.04380664652567976,0.06573794338144791,0.9342620566185521,0.004084144567528253,0.4175550817341862
CAID3,disorder_pdb,protein_length,501-1000,80,A10-locked,PUNCH2-Light Paper-8,35748,0.8821221102111042,0.8209747795301894,0.13194701620354676,3008,0.08414456752825333,30533,1299,1709,2207,0.8541177128790421,0.03633769721383014,0.04780687031442318,0.061737719592704486,0.9382622804072955,-0.01146917310059304,0.42320230105465007
CAID3,disorder_pdb,protein_length,501-1000,80,A10-locked,PUNCH2-Light Released-13,35748,0.8946767630708032,0.8260038459796251,0.11761527165018769,2802,0.07838200738502853,30714,1118,1684,2232,0.8591809331990601,0.03127447689381224,0.04710753049121629,0.06243705941591138,0.9375629405840886,-0.01583305359740405,0.4433849821215733
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.30,0.60]",44,A10-locked,LoRA-DR-Suite 650M,15143,0.8621422605106959,0.8364946597820141,0.13652906986622335,1585,0.10466882387902,11741,1208,377,1817,0.7753417420590372,0.07977283233177046,0.024895991547249554,0.11998943406194282,0.8800105659380572,0.0548768407845209,0.5340975896531452
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.30,0.60]",44,A10-locked,PUNCH2-Light Paper-8,15143,0.8636270376939463,0.8605153069203474,0.16610258169867465,1848,0.12203658456052302,11824,1125,723,1471,0.7808228224262035,0.07429175196460411,0.047744832595918905,0.09714059301327346,0.9028594069867265,0.026546919368685203,0.4432057848749623
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.30,0.60]",44,A10-locked,PUNCH2-Light Released-13,15143,0.8789428746264477,0.8598790477148308,0.1474340871493634,1678,0.11081027537476061,11963,986,692,1502,0.7900019811133857,0.06511259327742192,0.0456976820973387,0.09918774351185367,0.9008122564881463,0.019414911180083205,0.47232704402515724
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.10,0.30]",100,A10-locked,LoRA-DR-Suite 650M,32600,0.7472190622696404,0.7331260838150765,0.13823549165642915,4099,0.12573619631901842,26438,2120,1979,2063,0.8109815950920245,0.06503067484662577,0.06070552147239264,0.06328220858895706,0.9367177914110429,0.004325153374233129,0.33479389808503734
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.10,0.30]",100,A10-locked,PUNCH2-Light Paper-8,32600,0.8193940639077089,0.7688624392565374,0.1255328230297503,3456,0.1060122699386503,27330,1228,2228,1814,0.8383435582822086,0.03766871165644172,0.06834355828220859,0.055644171779141105,0.944355828220859,-0.03067484662576687,0.3442125237191651
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.10,0.30]",100,A10-locked,PUNCH2-Light Released-13,32600,0.8306367716290526,0.7741706865872646,0.11811649233339142,3214,0.09858895705521473,27522,1036,2178,1864,0.8442331288343559,0.03177914110429448,0.06680981595092024,0.05717791411042945,0.9428220858895705,-0.03503067484662577,0.367073651043718
CAID3,disorder_pdb,known_label_disorder_fraction,0-0.10,74,A10-locked,LoRA-DR-Suite 650M,32786,0.6219563791024502,0.5465046883820236,0.11001899938347222,2675,0.0815897029219789,28897,1109,1566,1214,0.8813822973220277,0.03382541328615873,0.04776428963582017,0.03702799975599341,0.9629720002440066,-0.013938876349661442,0.31216250964258163
CAID3,disorder_pdb,known_label_disorder_fraction,0-0.10,74,A10-locked,PUNCH2-Light Paper-8,32786,0.650878784415682,0.592418593829355,0.09487144619890686,2179,0.06646129445495029,29637,369,1810,970,0.9039529067284817,0.011254803879704752,0.05520649057524553,0.029585798816568046,0.9704142011834319,-0.04395168669554078,0.3080342966020959
CAID3,disorder_pdb,known_label_disorder_fraction,0-0.10,74,A10-locked,PUNCH2-Light Released-13,32786,0.6629992505445762,0.5971517431186406,0.09338024121714085,2119,0.06463124504361618,29678,328,1791,989,0.9052034404928934,0.010004270115293113,0.054626974928323066,0.030165314463490515,0.9698346855365095,-0.044622704813029955,0.3182110682110682
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.60,1.00]",101,A10-locked,LoRA-DR-Suite 650M,18710,0.5953102342017214,0.30182908719234375,0.20793629881218334,3610,0.19294494922501337,14446,3280,330,654,0.7721004810261892,0.17530732228754678,0.017637626937466594,0.03495456974879743,0.9650454302512026,0.15766969535008016,0.15337711069418386
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.60,1.00]",101,A10-locked,PUNCH2-Light Paper-8,18710,0.7420112901308551,0.6796689160029762,0.20648835391072634,1565,0.08364510956707644,16317,1409,156,828,0.8721004810261892,0.07530732228754676,0.008337787279529663,0.04425440940673437,0.9557455905932656,0.0669695350080171,0.3460091934809862
CAID3,disorder_pdb,known_label_disorder_fraction,"(0.60,1.00]",101,A10-locked,PUNCH2-Light Released-13,18710,0.796822690497391,0.7047138981277502,0.16048284676413416,1348,0.07204703367183324,16519,1207,141,843,0.882896846606093,0.06451095670764297,0.007536076964190273,0.04505611972207376,0.9549438802779262,0.0569748797434527,0.3847558192606116
